Baked Club Sandwich Rounds,"[""1 lb bacon"", ""1 (11 ounce) can pillsbury French bread dough"", ""4 (1 cup) ounces shredded cheddar cheese"", ""2 ounces thinly sliced cooked deli turkey"", ""2 ounces thinly slicked cooked deli ham""]","[""Cook, drain and crumble bacon."", ""Unroll dough."", ""Sprinkle cheese over dough."", ""Top with turkey, ham and bacon."", ""Starting with long side, roll up dough, press edges to seal."", ""Make 3 to 4 slits in top of loaf."", ""Place on sprayed cookie sheet."", ""Bake 350 degrees F for 23 to 28 minutes or until golden brown."", ""Cool at least 5 minutes."", ""Cut into 1 inch diagnonal slices.""]","[""bacon"", ""bread"", ""cheddar cheese"", ""turkey""]"
The Great Garlic Dip,"[""1 (8 ounce) package cream cheese"", ""1 cup sour cream"", ""1 tablespoon mayonnaise"", ""garlic salt""]","[""Blend all together,by hand."", ""And eat with pretzels.""]","[""cream cheese"", ""sour cream"", ""mayonnaise"", ""garlic""]"
Spinach Garlic Bread,"[""1 loaf French bread"", ""2 (16 ounce) bags Baby Spinach (cooked and squeezed drained)"", ""butter"", ""garlic powder"", ""mozzarella cheese, sliced""]","[""Cut the french bread in half or in forths (which ever you prefer)."", ""Cut the bread in half lenght wise so now you can open the bread."", ""Spread butter or your favorite spread over the bread then sprinkle with garlic powder. This will all depend on your taste do as much as you like."", ""Now place the spinach on one side of the bread and top with mozzeralla cheese. I use the sliced it much easier. But you can also use shredded."", ""Wrap in aluminum foil if you like or you and just bake it on baking sheets."", ""Bake in a preheated 350\u00b0 oven for 10 to 15 minutes until cheese is melted."", ""Enjoy!""]","[""bread"", ""butter"", ""garlic"", ""mozzarella cheese""]"
Christina'S Killer Dip,"[""1 (1 ounce) package ranch dressing mix"", ""1 (8 ounce) package cream cheese, at room temp"", ""1 (8 ounce) container sour cream"", ""1 cup shredded cheddar cheese, split into 2 1/2 cup portions (I prefer to grate it myself)"", ""1 (8 ounce) package frozen chopped spinach""]","[""Defrost the spinach."", ""Place it in a colander and press it until as much moisture as possible is removed."", ""Mix all ingredients (1/2 of the cheddar), and blend well."", ""Put it in a shallow baking dish (stoneware works best) in the oven for 20 minutes at 350\u00b0F."", ""Remove from oven."", ""While still hot top it with remaining cheese, heat in oven again for 5 minutes."", ""Remove and cool below lava stage and serve."", ""Goes well with tortilla chips.""]","[""cream cheese"", ""sour cream"", ""cheddar cheese"", ""spinach""]"
Chicken Mashed Potatoes,"[""6 large potatoes, cut into 1-inch pieces"", ""2 (14 1/2 ounce) cans low sodium chicken broth"", ""garlic powder (optional)""]","[""Recipe can be halved."", ""Combine ingredients in large saucepan."", ""Bring to a boil; reduce heat and simmer about 10 minutes or until potatoes are tender."", ""Drain, reserving broth."", ""Add garlic powder, if you want, and then mash potatoes with as much broth as you like until you attain desired consistency.""]","[""potatoes"", ""chicken broth"", ""garlic""]"
Bacon & Tomato Dip,"[""1 lb bacon"", ""1 cup mayonnaise"", ""1 cup sour cream"", ""2 medium ripe tomatoes, peeled, seeded and diced""]","[""Place bacon in a large, deep skillet."", ""Cook over medium high heat until crispy."", ""Drain well on paper towels."", ""In a medium bowl, combine mayonnaise and sour cream."", ""Crumble bacon into the sour cream and mayo mixture."", ""Mix-in tomatoes just before serving."", ""Serve with toasted bagel rounds or pita triangles.""]","[""bacon"", ""mayonnaise"", ""sour cream"", ""tomatoes""]"
Quick And Easy Puff Pastry Or Bladerdeeg,"[""1 1/2 cups flour"", ""1 cup butter"", ""1/2 cup sour cream""]","[""Cut butter into flour until it resembles crumbs. Stir in sour cream."", ""Turn onto a floured board and knead until it just holds together."", ""Form into a ball, flatten slightly and wrap airtight. Refrigerate at least 2 hours or overnight."", ""Work with half of the dough at a time and keep other half in the refrigerator until ready to use."", ""Pound the dough with a heavy rolling pin to make it pliable. Use in any recipe calling for puff pastry.""]","[""flour"", ""butter"", ""sour cream""]"
Tomato Gravy And Rice,"[""28 ounces diced tomatoes"", ""8 -10 slices bacon, cooked and drained"", ""rice, cooked""]","[""In cast iron skillet, cook 8-10 slices of bacon until cripsy."", ""Drain bacon and pour off all but 4-5 tablespoons of bacon drippings."", ""Crumble bacon and set aside."", ""In the same skillet with bacon drippings, add diced tomatoes."", ""Then add crumbled bacon pieces."", ""Stir all together and add salt and pepper to taste."", ""Simmer for 15 minutes and then pour over cooked rice.""]","[""tomatoes"", ""bacon"", ""rice""]"
Nacho Cheese Sauce,"[""4 tablespoons butter"", ""1 large onion"", ""4 tablespoons flour"", ""2 cups milk"", ""1 lb cheddar cheese""]","[""Melt butter."", ""Saute onions until caramelized."", ""Add flour and cook for 2-3 minutes on medium heat."", ""Add milk and cheese and stir frequently until melted, about 15 minutes.""]","[""butter"", ""onion"", ""flour"", ""milk"", ""cheddar cheese""]"
Mozzarella And Bacon Potato Skillet,"[""2 cups cubed cooked potatoes"", ""1 tablespoon butter"", ""1 cup shredded mozzarella cheese"", ""2 slices bacon, cooked and crumbled""]","[""In a skillet, cook potatoes in butter over medium heat for about 8 minutes or until lightly browned."", ""Sprinkle with cheese and bacon."", ""Reduce heat, cover and cook for 2 minutes or until cheese is melted.""]","[""potatoes"", ""butter"", ""mozzarella cheese"", ""bacon""]"
Hot Cheesy Chicken Dip,"[""3 -4 chicken breasts, cooked and shredded"", ""2 (8 ounce) packages cream cheese, softened"", ""1 cup ranch dressing"", ""5 ounces louisiana hot sauce"", ""2 cups shredded cheddar cheese (or more) (optional)""]","[""Combine all 5 ingredients in mixing bowl until well mixed."", ""Put into 9x13 glass baking dish and bake @ 350 degrees for 30 minute or until bubbly."", ""Serve warm with tortilla chips.""]","[""chicken breasts"", ""cream cheese"", ""ranch dressing"", ""hot sauce"", ""cheddar cheese""]"
Blt Dip,"[""1 cup mayonnaise"", ""1 cup sour cream"", ""1/2 lb bacon, cooked well and crumbled"", ""2 small tomatoes, chopped fine""]","[""Mix all ingredients together until well combined."", ""Chill for an hour or so."", ""Serve with crackers, chips, toast quarters or raw veggies.""]","[""mayonnaise"", ""sour cream"", ""bacon"", ""tomatoes""]"
Sour Cream And Stuffing Crusted Chicken,"[""2 lbs boneless skinless chicken breasts"", ""16 ounces sour cream"", ""4 cups Pepperidge Farm Herb Stuffing (unprepared)"", ""1/2 cup butter""]","[""Wash chicken and pat dry."", ""Smother sour cream on both sides of the chicken."", ""Sour cream needs to be slathered on thick."", ""Dump stuffing mix out onto a flat plate."", ""Press sour cream coated chicken into stuffing so that you cover both sides of chicken with as much stuffing as possible."", ""Heat 1/2 stick of butter in the bottom of a large casserole baking dish until melted."", ""Add chicken to the dish and bake at 350 for 30 minutes."", ""Remove from oven and put another 1/2 stick of butter into dish."", ""Flip chicken over and bake for another 30-45 minutes (cook time may vary depending on how thick the chicken you use is)."", ""Enjoy!""]","[""chicken breasts"", ""sour cream"", ""butter""]"
Easy Homemade Tastin' Macaroni And Cheese,"[""1 (14 ounce) box Mac n' Cheese Deluxe (Cheese sauce is premade)"", ""3/4 cup milk"", ""1 (8 ounce) container sour cream"", ""3 cups shredded sharp cheddar cheese""]","[""Prepare macaroni according to package."", ""Drain."", ""No need to rinse."", ""Pour in large mixing bowl."", ""Add sauce packet, sour cream, milk, and 2 cups of the cheese."", ""Pour in casserole dish."", ""Top with remaining cheese."", ""Bake at 375F for about an hour or until nicely browned.""]","[""milk"", ""sour cream"", ""cheddar cheese""]"
"Creamy, Salsa Dip (3 Ingredients, 3 Minutes!)","[""8 ounces cream cheese"", ""1 (16 ounce) jar salsa (we use medium, buy you can use hot or mild)"", ""2 cups shredded cheddar cheese""]","[""Simple way: Put all ingredients in a bowl and microwave for 2 minutes on high."", ""Stir and put back in for 1 minute."", ""Stir and serve warm or store in fridge."", ""Fancy way:."", ""Spread cream cheese on the bottom of an 9x9 glass baking dish until covered."", ""Spread salsa over cream cheese."", ""Sprinkle shredded cheese over salsa."", ""Melt in microwave on high for about 3 minutes, or until cheese is completely melted on top."", ""This creates a nice layered look and is pretty on a table.""]","[""cream cheese"", ""salsa"", ""cheddar cheese""]"
Sandy'S Cheese,"[""1 cup Hellmann's mayonnaise (don't use a salad dressing like Miracle Whip, it isn't rich enough) or 1 cup Best Foods Mayonnaise (don't use a salad dressing like Miracle Whip, it isn't rich enough)"", ""1 cup grated old cheddar cheese"", ""1 onion, peeled and chopped"", ""1 tablespoon butter (not margarine)""]","[""Preheat oven to 350F degrees."", ""In a skillet, melt butter and saute onion until onion is translucent."", ""Add remaining ingredients and mix well."", ""Place in a small baking dish and bake for 20 minutes."", ""Serve warm with an assortment of crackers.""]","[""mayonnaise"", ""cheddar cheese"", ""onion"", ""butter""]"
Bull'S Eye Breakfast,"[""1 slice bread (I prefer wheat)"", ""butter or margarine, softened"", ""1 large egg""]","[""Heat a griddle or pan to medium-high heat, and butter both sides of a slice of bread. I find it it easiest for cleanup (and to avoid buttering the rest of my kitchen) to do this step on a sheet of wax paper."", ""With a biscuit cutter, the rim of a glass, or just a knife, cut a large circle out of the center of the bread."", ""Place the bread and the bread circle in the heated pan (the butter should make a \""sizzling\"" sound)."", ""Once you hear the \""sizzling\"" sound, crack the egg directly into the pan, in the middle of the piece of bread from which you cut the circle."", ""When the white of the egg is not see-through anymore, turn the egg/bread combo over. Turn the bread circle over also."", ""Cook until bread is brown on both sides (like toast) and egg in the middle of egg/bread combo is over-easy (the white is cooked on both sides while the yolk is liquid).""]","[""bread"", ""butter"", ""egg""]"
The Best Grilled Cheese Sandwich,"[""8 slices sourdough bread, 1/4-inch thick"", ""2 tablespoons butter, softened"", ""6 ounces cheddar cheese, coarsely grated""]","[""Butter one side of each of the bread slices. Place 4 slices of bread, buttered side down, on your work surface. Distribute the cheese over the bread slices. Place remaining bread, buttered side up, on top of the cheese."", ""Heat a large nonstick pan over a medium-high heat for 2 minutes. Put the sandwiches into the pan, cover, and cook for 2 minutes. Remove the cover and turn the sandwiches, pressing each one firmly with a spatula to flatten slightly. Cook for 1 minute or until underside is golden brown. Turn the sandwiches once more, press with the spatula again, cook for 30 seconds, and remove from the pan. Cut in half and serve immediately.""]","[""bread"", ""butter"", ""cheddar cheese""]"
Salsa Macaroni And Cheese,"[""1 (225 g) package macaroni & cheese dinner mix"", ""1/4 cup butter (not spread or tub product) or 1/4 cup margarine (not spread or tub product)"", ""1/4 cup milk"", ""1/2 cup salsa"", ""1/2 cup shredded cheddar cheese""]","[""Preheat oven to 375\u00b0F."", ""Prepare dinner as directed on package."", ""Stir in salsa."", ""Spoon into greased casserole dish."", ""Top with cheese."", ""Bake for 15 minutes or until heated through.""]","[""butter"", ""milk"", ""salsa"", ""cheddar cheese""]"
Hungarian Cream Cheese Cookies With Prune Lekvar,"[""2 (8 ounce) packages cream cheese"", ""2 cups flour"", ""1 cup butter"", ""1 (8 ounce) jar prune jam""]","[""Cream together the cream cheese and butter."", ""To this, add the flour - in small portions by hand."", ""When it comes together, turn over on a lightly floured surface and add the rest of the flour to form a dough (IT WILL BE SOFT - but it should be smooth)"", ""Refrigerate for about 1 hour."", ""Roll out to about 1/4 inch thick on a floured surface."", ""Cut into squares about 2 x 2 and fill center with about 1/4 tsp of the lekvar."", ""Bring together opposite corners and pinch and fold over."", ""Bake on a lightly greased baking sheet for about 15 - 20 minutes until lite gold at 350F (Be careful not to let them burn)."", ""While still warm, role in powdered sugar and let cool."", ""Once cooled, repeat the powdered sugar coating once more."", ""You can use any flavor lekvar or even an almond paste."", ""It just has to be really thick so it doesn't run while baking.""]","[""cream cheese"", ""flour"", ""butter""]"
Most Awesome Blt Dip...Ever!,"[""1 cup sour cream"", ""1 1/4 cups mayonnaise"", ""1 lb cooked bacon, crumbled (I use the already fully cooked pkg to save time)"", ""1 large tomatoes""]","[""Mix the sour cream and mayo in bowl or container."", ""Add crumbled pieces of cooked bacon."", ""Cut tomatoes into small pieces and add into mixture."", ""Mix well, and that's all you need to do!"", ""Use Wheat Thins or other crackers for dipping."", ""Dip should be made no more than 1 hour prior to serving."", ""Keep refrigerated before serving.""]","[""sour cream"", ""mayonnaise"", ""bacon"", ""tomatoes""]"
